Movie_Title,Storyline
A Missing Part,"Three French journalists travel to Cambodia in 1978 after receiving an invitation from the Khmer Rouge regime, embarking on a perilous adventure."
Meeting with Pol Pot,"It tells the story of the third to fifth battles in the War to Resist U.S. Aggression and Aid Korea, among which Battle of Cheorwon will be the highlight. Li Xiang , Fu Chongbi, Cai Changyuan from 63rd Army and others will come on Stage."
The Volunteers: The Battle of Life and Death,Telling about the punishment of the grave which occurred after a man was buried.
Grave Torture,"Lyle and Holly, a happily married New York couple decide to test the romantic boundaries of their monogamous relationship. Soon, a hypothetical love triangle with their rock star neighbor becomes a reality they must now navigate."
In Fidelity,"Menopause is a silent epidemic affecting the health and well-being of millions of women. This film confronts this neglected crisis, challenges societal and medical shortcomings and advocates for a revolutionary approach to women's health."
The M Factor: Shredding the Silence on Menopause,"It follows Gregor Samsa, a washed-up director in his late fifties who is reviewing his life. Him having wasted it as a cultural worker doesn't exactly add to his joy."
Bad Director,Neil Young's coastal solo tour as he performs rare songs in stunning theaters.
Coastal,"21-year-old Satsuki swaps boyfriends frequently, unconcerned with career or societal norms. Her unpredictable behavior leads to a misdiagnosis of bipolar disorder, as she navigates a rigid, patriarchal society."
Desert of Namibia,"A string of beach murders rocks a coastal town, prompting police to hire a meticulous private eye. His investigation zeroes in on seven suspects, including a village couple, after a young girl's killing sparks public outcry."
Srikakulam Sherlockholmes,"Unemployed artist Thomas is captivated by alluring Rhea, who conceals her vampire nature. Their intense affair takes a sinister turn as Thomas becomes gravely ill."
Drained,"After decades in prison, three men navigate the complex bureaucracy of the parole system and deal with its psychological toll."
Nature of the Crime,"Two years have passed, and Kartika lives with Hendro and Linda. However, when Hendro agrees to adopt Kartika, the Social Service prevents it. The inmates in cell No. 7 and Hendro decide to fight for justice in their own way."
2nd Miracle in Cell No. 7,"Two brothers Uday and Kartik grow up together in Chhattisgarh with differences in their ideologies but with love for each other in their hearts. One day, they find themselves against each other. What will win, their love or their ideology?"
Mor Chhainha Bhuinya 2,"Casa Bonita, a quirky Mexican restaurant in Colorado with cliff divers, faces closure. South Park (1997) creators Trey Parker and Matt Stone try saving this piece of childhood/Colorado history."
¡Casa Bonita Mi Amor!,"In Miami, Natalie Boyle accepts an offer from Leroy Blake to surrender her decisions for a year in return for money, not realizing the cost."
Tycoon,"In 2009, four friends living in Tobyhanna, Pennsylvania document their attempt to record a rap album over the course of one eventful night."
Rap World,"Story of how Joe Sakic nearly left the Avalanche for the Rangers in 1997, and how a chance meeting with Harrison Ford among other events that week kept him in Colorado."
Saving Sakic,Risa is known to have supernatural abilities that enable her to communicate with supernatural beings. This film will present horror events packaged like Paranormal Activity.
Jurnal Risa by Risa Saraswati,A wedding planner must keep her best friend and her groom safe from a psychotic stranger who secretly threatens to murder the entire party.
Till Death Do Us Part,"A former idealist leader turned corrupt politician is cursed by his grandmother on the eve of the presidential elections, forcing him to be honest."
The Honest Candidate,"After receiving the ashes of his father, with whom he had a distant relationship, Ramón meets Mateo during confinement. Despite their differences, a deep connection emerges. Mateo decides to accompany Ramón on a trip to scatter the ashes."
Ramón y Ramón,"A newly reunited father and son grapple with new beginnings after tragedy, but can they manage to fill the void left by a beloved wife and mother?"
In Good Hands 2,Six friends' end-of-summer cabin party turns deadly when they discover they're not alone in the woods. Their weekend of drinking and fun becomes a fight for survival with an unwanted visitor.
Fear Cabin: The Last Weekend of Summer,"A money collector for a private investigator is hired to track down 10 million dollars stolen in a dodgy real estate deal, opening a complex can of worms."
Joe Baby,"When given the chance to reunite with her deceased father, college sophomore Maria joins a paranormal academic group led by Louis. However, their scientific venture unearths an ancient ritual in which the group is doomed to take part."
The Ritual,Grieving widow Mia must survive psychological and supernatural horrors while under house arrest in House of Ashes.
House of Ashes,"Amber, a happiness agent, travels the Bhutanese Himalayas surveying people's happiness. On his remote mountain journey, he searches for fulfillment."
Agent of Happiness,"On her birthday, Mawar's dream, who was lonely and only accompanied by her boarding house friends, came true about the partner she dreamed of. However, after finding this partner, Mawar's behavior became increasingly strange."
